#ID = 
#miRNA_ID = Name of targeted human miRNA
#miRNA_ID_LIST = Name of targeted miRNA (miRBase 12.0)
#SPOT_ID = 
ID	miRNA_ID	miRNA_ID_LIST	SPOT_ID
mmu-miR-467c	mmu-miR-467c	mmu-miR-467c	
mmu-miR-467d	mmu-miR-467d	mmu-miR-467d	
mmu-miR-467e	mmu-miR-467e	mmu-miR-467e	
mmu-miR-467e*	mmu-miR-467e*	mmu-miR-467e*	
mmu-miR-467f	mmu-miR-467f	mmu-miR-467f	
mmu-miR-467g	mmu-miR-467g	mmu-miR-467g	
mmu-miR-467h	mmu-miR-467h	mmu-miR-467h	
mmu-miR-468	mmu-miR-468	mmu-miR-468	
mmu-miR-469	mmu-miR-469	mmu-miR-469	
mmu-miR-470	mmu-miR-470	mmu-miR-470	
mmu-miR-470*	mmu-miR-470*	mmu-miR-470*	
mmu-miR-471	mmu-miR-471	mmu-miR-471/ rno-miR-471	
mmu-miR-483	mmu-miR-483	mmu-miR-483	
mmu-miR-483*	mmu-miR-483*	mmu-miR-483*/ rno-miR-483	
mmu-miR-486	mmu-miR-486	mmu-miR-486	
mmu-miR-488*	mmu-miR-488*	mmu-miR-488*	
mmu-miR-488	mmu-miR-488	mmu-miR-488/ rno-miR-488	
mmu-miR-489	mmu-miR-489	mmu-miR-489	
mmu-miR-493	mmu-miR-493	mmu-miR-493	
mmu-miR-500	mmu-miR-500	mmu-miR-500/ rno-miR-500	
mmu-miR-501-5p	mmu-miR-501-5p	mmu-miR-501-5p/ rno-miR-501	
mmu-miR-503*	mmu-miR-503*	mmu-miR-503*	
mmu-miR-503	mmu-miR-503	mmu-miR-503/ rno-miR-503	
mmu-miR-505	mmu-miR-505	mmu-miR-505	
mmu-miR-509-3p	mmu-miR-509-3p	mmu-miR-509-3p	
mmu-miR-509-5p	mmu-miR-509-5p	mmu-miR-509-5p	
mmu-miR-511	mmu-miR-511	mmu-miR-511	
mmu-miR-540-3p	mmu-miR-540-3p	mmu-miR-540-3p/ rno-miR-540	
mmu-miR-540-5p	mmu-miR-540-5p	mmu-miR-540-5p	
mmu-miR-541	mmu-miR-541	mmu-miR-541/ rno-miR-541	
mmu-miR-544	mmu-miR-544	mmu-miR-544	
mmu-miR-546	mmu-miR-546	mmu-miR-546	
mmu-miR-547	mmu-miR-547	mmu-miR-547	
mmu-miR-574-3p	mmu-miR-574-3p	mmu-miR-574-3p	
mmu-miR-582-3p	mmu-miR-582-3p	mmu-miR-582-3p	
mmu-miR-582-5p	mmu-miR-582-5p	mmu-miR-582-5p	
mmu-miR-598	mmu-miR-598	mmu-miR-598/ rno-miR-598-3p	
mmu-miR-654-5p	mmu-miR-654-5p	mmu-miR-654-5p	
mmu-miR-665	mmu-miR-665	mmu-miR-665	
mmu-miR-666-3p	mmu-miR-666-3p	mmu-miR-666-3p	
mmu-miR-666-5p	mmu-miR-666-5p	mmu-miR-666-5p	
mmu-miR-667	mmu-miR-667	mmu-miR-667	
mmu-miR-669a	mmu-miR-669a	mmu-miR-669a	
mmu-miR-669b	mmu-miR-669b	mmu-miR-669b	
mmu-miR-669c	mmu-miR-669c	mmu-miR-669c	
mmu-miR-669d	mmu-miR-669d	mmu-miR-669d	
mmu-miR-669e	mmu-miR-669e	mmu-miR-669e	
mmu-miR-669f	mmu-miR-669f	mmu-miR-669f	
mmu-miR-669g	mmu-miR-669g	mmu-miR-669g	
mmu-miR-669h-3p	mmu-miR-669h-3p	mmu-miR-669h-3p	
mmu-miR-669h-5p	mmu-miR-669h-5p	mmu-miR-669h-5p	
mmu-miR-669i	mmu-miR-669i	mmu-miR-669i	
mmu-miR-669j	mmu-miR-669j	mmu-miR-669j	
mmu-miR-669k	mmu-miR-669k	mmu-miR-669k	
mmu-miR-670	mmu-miR-670	mmu-miR-670	
mmu-miR-672	mmu-miR-672	mmu-miR-672/ rno-miR-672	
mmu-miR-673-3p	mmu-miR-673-3p	mmu-miR-673-3p	
mmu-miR-673-5p	mmu-miR-673-5p	mmu-miR-673-5p	
mmu-miR-674*	mmu-miR-674*	mmu-miR-674*/ rno-miR-674-3p	
mmu-miR-675-3p	mmu-miR-675-3p	mmu-miR-675-3p	
mmu-miR-675-5p	mmu-miR-675-5p	mmu-miR-675-5p	
mmu-miR-676	mmu-miR-676	mmu-miR-676	
mmu-miR-676*	mmu-miR-676*	mmu-miR-676*	
mmu-miR-677	mmu-miR-677	mmu-miR-677	
mmu-miR-678	mmu-miR-678	mmu-miR-678	
mmu-miR-679	mmu-miR-679	mmu-miR-679	
mmu-miR-680	mmu-miR-680	mmu-miR-680	
mmu-miR-681	mmu-miR-681	mmu-miR-681	
mmu-miR-682	mmu-miR-682	mmu-miR-682	
mmu-miR-683	mmu-miR-683	mmu-miR-683	
mmu-miR-684	mmu-miR-684	mmu-miR-684	
mmu-miR-685	mmu-miR-685	mmu-miR-685	
mmu-miR-686	mmu-miR-686	mmu-miR-686	
mmu-miR-687	mmu-miR-687	mmu-miR-687	
mmu-miR-688	mmu-miR-688	mmu-miR-688	
mmu-miR-689	mmu-miR-689	mmu-miR-689	
mmu-miR-690	mmu-miR-690	mmu-miR-690	
mmu-miR-691	mmu-miR-691	mmu-miR-691	
mmu-miR-692	mmu-miR-692	mmu-miR-692	
mmu-miR-693-3p	mmu-miR-693-3p	mmu-miR-693-3p	
mmu-miR-693-5p	mmu-miR-693-5p	mmu-miR-693-5p	
mmu-miR-694	mmu-miR-694	mmu-miR-694	
mmu-miR-695	mmu-miR-695	mmu-miR-695	
mmu-miR-696	mmu-miR-696	mmu-miR-696	
mmu-miR-697	mmu-miR-697	mmu-miR-697	
mmu-miR-698	mmu-miR-698	mmu-miR-698	
mmu-miR-699	mmu-miR-699	mmu-miR-699	
mmu-miR-700	mmu-miR-700	mmu-miR-700	
mmu-miR-701	mmu-miR-701	mmu-miR-701	
mmu-miR-702	mmu-miR-702	mmu-miR-702	
mmu-miR-703	mmu-miR-703	mmu-miR-703	
mmu-miR-704	mmu-miR-704	mmu-miR-704	
mmu-miR-705	mmu-miR-705	mmu-miR-705	
mmu-miR-706	mmu-miR-706	mmu-miR-706	
mmu-miR-707	mmu-miR-707	mmu-miR-707	
mmu-miR-709	mmu-miR-709	mmu-miR-709	
mmu-miR-710	mmu-miR-710	mmu-miR-710	
mmu-miR-711	mmu-miR-711	mmu-miR-711	
mmu-miR-712	mmu-miR-712	mmu-miR-712	
mmu-miR-712*	mmu-miR-712*	mmu-miR-712*	
mmu-miR-713	mmu-miR-713	mmu-miR-713	
mmu-miR-714	mmu-miR-714	mmu-miR-714	
mmu-miR-715	mmu-miR-715	mmu-miR-715	
mmu-miR-717	mmu-miR-717	mmu-miR-717	
mmu-miR-718	mmu-miR-718	mmu-miR-718	
mmu-miR-719	mmu-miR-719	mmu-miR-719	
mmu-miR-721	mmu-miR-721	mmu-miR-721	
mmu-miR-741	mmu-miR-741	mmu-miR-741	
mmu-miR-742	mmu-miR-742	mmu-miR-742	
mmu-miR-742*	mmu-miR-742*	mmu-miR-742*	
mmu-miR-743a	mmu-miR-743a	mmu-miR-743a	
mmu-miR-743b-3p	mmu-miR-743b-3p	mmu-miR-743b-3p	
mmu-miR-743b-5p	mmu-miR-743b-5p	mmu-miR-743b-5p	
mmu-miR-758	mmu-miR-758	mmu-miR-758	
mmu-miR-759	mmu-miR-759	mmu-miR-759	
mmu-miR-761	mmu-miR-761	mmu-miR-761	
mmu-miR-762	mmu-miR-762	mmu-miR-762	
mmu-miR-763	mmu-miR-763	mmu-miR-763	
mmu-miR-764-3p	mmu-miR-764-3p	mmu-miR-764-3p	
mmu-miR-764-5p	mmu-miR-764-5p	mmu-miR-764-5p	
mmu-miR-770-3p	mmu-miR-770-3p	mmu-miR-770-3p	
mmu-miR-770-5p	mmu-miR-770-5p	mmu-miR-770-5p/ rno-miR-770	
mmu-miR-7b	mmu-miR-7b	mmu-miR-7b/ rno-miR-7b	
mmu-miR-804	mmu-miR-804	mmu-miR-804	
mmu-miR-805	mmu-miR-805	mmu-miR-805	
mmu-miR-871	mmu-miR-871	mmu-miR-871	
mmu-miR-872*	mmu-miR-872*	mmu-miR-872*/ rno-miR-872*	
mmu-miR-875-3p	mmu-miR-875-3p	mmu-miR-875-3p	
mmu-miR-876-3p	mmu-miR-876-3p	mmu-miR-876-3p	
mmu-miR-876-5p	mmu-miR-876-5p	mmu-miR-876-5p	
mmu-miR-878-3p	mmu-miR-878-3p	mmu-miR-878-3p	
mmu-miR-878-5p	mmu-miR-878-5p	mmu-miR-878-5p	
mmu-miR-879*	mmu-miR-879*	mmu-miR-879*	
mmu-miR-879	mmu-miR-879	mmu-miR-879/ rno-miR-879	
mmu-miR-880	mmu-miR-880	mmu-miR-880	
mmu-miR-881	mmu-miR-881	mmu-miR-881	
mmu-miR-881*	mmu-miR-881*	mmu-miR-881*	
mmu-miR-882	mmu-miR-882	mmu-miR-882	
mmu-miR-883a-3p	mmu-miR-883a-3p	mmu-miR-883a-3p	
mmu-miR-883a-5p	mmu-miR-883a-5p	mmu-miR-883a-5p	
mmu-miR-883b-3p	mmu-miR-883b-3p	mmu-miR-883b-3p/ rno-miR-883	
mmu-miR-883b-5p	mmu-miR-883b-5p	mmu-miR-883b-5p	
mmu-miR-9*	mmu-miR-9*	mmu-miR-9*/ rno-miR-9*	
mmu-miR-92a*	mmu-miR-92a*	mmu-miR-92a*	
ebv-miR-BART1-3p	ebv-miR-BART1-3p	ebv-miR-BART1-3p	
ebv-miR-BART1-5p	ebv-miR-BART1-5p	ebv-miR-BART1-5p	
ebv-miR-BART10	ebv-miR-BART10	ebv-miR-BART10	
ebv-miR-BART10*	ebv-miR-BART10*	ebv-miR-BART10*	
ebv-miR-BART11-3p	ebv-miR-BART11-3p	ebv-miR-BART11-3p	
ebv-miR-BART11-5p	ebv-miR-BART11-5p	ebv-miR-BART11-5p	
ebv-miR-BART12	ebv-miR-BART12	ebv-miR-BART12	
ebv-miR-BART13	ebv-miR-BART13	ebv-miR-BART13	
ebv-miR-BART13*	ebv-miR-BART13*	ebv-miR-BART13*	
ebv-miR-BART14	ebv-miR-BART14	ebv-miR-BART14	
ebv-miR-BART14*	ebv-miR-BART14*	ebv-miR-BART14*	
ebv-miR-BART15	ebv-miR-BART15	ebv-miR-BART15	
ebv-miR-BART16	ebv-miR-BART16	ebv-miR-BART16	
ebv-miR-BART17-3p	ebv-miR-BART17-3p	ebv-miR-BART17-3p	
ebv-miR-BART17-5p	ebv-miR-BART17-5p	ebv-miR-BART17-5p	
ebv-miR-BART18-3p	ebv-miR-BART18-3p	ebv-miR-BART18-3p	
ebv-miR-BART18-5p	ebv-miR-BART18-5p	ebv-miR-BART18-5p	
ebv-miR-BART19-3p	ebv-miR-BART19-3p	ebv-miR-BART19-3p	
ebv-miR-BART19-5p	ebv-miR-BART19-5p	ebv-miR-BART19-5p	
ebv-miR-BART2-3p	ebv-miR-BART2-3p	ebv-miR-BART2-3p	
ebv-miR-BART2-5p	ebv-miR-BART2-5p	ebv-miR-BART2-5p	
ebv-miR-BART20-3p	ebv-miR-BART20-3p	ebv-miR-BART20-3p	
ebv-miR-BART20-5p	ebv-miR-BART20-5p	ebv-miR-BART20-5p	
ebv-miR-BART3	ebv-miR-BART3	ebv-miR-BART3	
ebv-miR-BART3*	ebv-miR-BART3*	ebv-miR-BART3*	
ebv-miR-BART4	ebv-miR-BART4	ebv-miR-BART4	
ebv-miR-BART5	ebv-miR-BART5	ebv-miR-BART5	
ebv-miR-BART6-3p	ebv-miR-BART6-3p	ebv-miR-BART6-3p	
ebv-miR-BART6-5p	ebv-miR-BART6-5p	ebv-miR-BART6-5p	
ebv-miR-BART7	ebv-miR-BART7	ebv-miR-BART7	
ebv-miR-BART7*	ebv-miR-BART7*	ebv-miR-BART7*	
ebv-miR-BART8	ebv-miR-BART8	ebv-miR-BART8	
ebv-miR-BART8*	ebv-miR-BART8*	ebv-miR-BART8*	
ebv-miR-BART9	ebv-miR-BART9	ebv-miR-BART9	
ebv-miR-BART9*	ebv-miR-BART9*	ebv-miR-BART9*	
ebv-miR-BHRF1-1	ebv-miR-BHRF1-1	ebv-miR-BHRF1-1	
ebv-miR-BHRF1-2	ebv-miR-BHRF1-2	ebv-miR-BHRF1-2	
ebv-miR-BHRF1-2*	ebv-miR-BHRF1-2*	ebv-miR-BHRF1-2*	
ebv-miR-BHRF1-3	ebv-miR-BHRF1-3	ebv-miR-BHRF1-3	
hcmv-miR-UL112	hcmv-miR-UL112	hcmv-miR-UL112	
hcmv-miR-UL148D	hcmv-miR-UL148D	hcmv-miR-UL148D	
hcmv-miR-UL22A	hcmv-miR-UL22A	hcmv-miR-UL22A	
hcmv-miR-UL22A*	hcmv-miR-UL22A*	hcmv-miR-UL22A*	
hcmv-miR-UL36	hcmv-miR-UL36	hcmv-miR-UL36	
hcmv-miR-UL36*	hcmv-miR-UL36*	hcmv-miR-UL36*	
hcmv-miR-UL70-3p	hcmv-miR-UL70-3p	hcmv-miR-UL70-3p	
hcmv-miR-UL70-5p	hcmv-miR-UL70-5p	hcmv-miR-UL70-5p	
hcmv-miR-US25-1	hcmv-miR-US25-1	hcmv-miR-US25-1	
hcmv-miR-US25-1*	hcmv-miR-US25-1*	hcmv-miR-US25-1*	
hcmv-miR-US25-2-3p	hcmv-miR-US25-2-3p	hcmv-miR-US25-2-3p	
hcmv-miR-US25-2-5p	hcmv-miR-US25-2-5p	hcmv-miR-US25-2-5p	
hcmv-miR-US33-3p	hcmv-miR-US33-3p	hcmv-miR-US33-3p	
hcmv-miR-US33-5p	hcmv-miR-US33-5p	hcmv-miR-US33-5p	
hcmv-miR-US4	hcmv-miR-US4	hcmv-miR-US4	
hcmv-miR-US5-1	hcmv-miR-US5-1	hcmv-miR-US5-1	
hcmv-miR-US5-2	hcmv-miR-US5-2	hcmv-miR-US5-2	
hiv1-miR-H1	hiv1-miR-H1	hiv1-miR-H1	
hiv1-miR-N367	hiv1-miR-N367	hiv1-miR-N367	
hiv1-miR-TAR-3p	hiv1-miR-TAR-3p	hiv1-miR-TAR-3p	
hiv1-miR-TAR-5p	hiv1-miR-TAR-5p	hiv1-miR-TAR-5p	
rno-miR-1	rno-miR-1	rno-miR-1	
rno-miR-1*	rno-miR-1*	rno-miR-1*	
rno-miR-135a*	rno-miR-135a*	rno-miR-135a*	
rno-miR-148b-5p	rno-miR-148b-5p	rno-miR-148b-5p	
rno-miR-196c	rno-miR-196c	rno-miR-196c	
rno-miR-200b	rno-miR-200b	rno-miR-200b	
rno-miR-204*	rno-miR-204*	rno-miR-204*	
rno-miR-219-1-3p	rno-miR-219-1-3p	rno-miR-219-1-3p	
rno-miR-25*	rno-miR-25*	rno-miR-25*	
rno-miR-297	rno-miR-297	rno-miR-297	
rno-miR-29b-1*	rno-miR-29b-1*	rno-miR-29b-1*	
rno-miR-327	rno-miR-327	rno-miR-327	
rno-miR-336	rno-miR-336	rno-miR-336	
rno-miR-337	rno-miR-337	rno-miR-337	
rno-miR-343	rno-miR-343	rno-miR-343	
rno-miR-344-3p	rno-miR-344-3p	rno-miR-344-3p	
rno-miR-344-5p	rno-miR-344-5p	rno-miR-344-5p	
rno-miR-346	rno-miR-346	rno-miR-346	
rno-miR-347	rno-miR-347	rno-miR-347	
rno-miR-349	rno-miR-349	rno-miR-349	
rno-miR-352	rno-miR-352	rno-miR-352	
rno-miR-379*	rno-miR-379*	rno-miR-379*	
rno-miR-382*	rno-miR-382*	rno-miR-382*	
rno-miR-409-5p	rno-miR-409-5p	rno-miR-409-5p	
rno-miR-421	rno-miR-421	rno-miR-421	
rno-miR-463	rno-miR-463	rno-miR-463	
rno-miR-466b	rno-miR-466b	rno-miR-466b	
rno-miR-466c	rno-miR-466c	rno-miR-466c	
rno-miR-489	rno-miR-489	rno-miR-489	
rno-miR-543	rno-miR-543	rno-miR-543	
rno-miR-598-5p	rno-miR-598-5p	rno-miR-598-5p	
rno-miR-664	rno-miR-664	rno-miR-664	
rno-miR-673	rno-miR-673	rno-miR-673	
rno-miR-742	rno-miR-742	rno-miR-742	
rno-miR-743a	rno-miR-743a	rno-miR-743a	
rno-miR-743b	rno-miR-743b	rno-miR-743b	
rno-miR-760-5p	rno-miR-760-5p	rno-miR-760-5p	
rno-miR-871	rno-miR-871	rno-miR-871	
rno-miR-878	rno-miR-878	rno-miR-878	
rno-miR-880	rno-miR-880	rno-miR-880	
rno-miR-881	rno-miR-881	rno-miR-881	
rno-miR-99a*	rno-miR-99a*	rno-miR-99a*	
sv40-miR-S1-3p	sv40-miR-S1-3p	sv40-miR-S1-3p	
sv40-miR-S1-5p	sv40-miR-S1-5p	sv40-miR-S1-5p	
5SrRNA-3			5SrRNA-3
5SrRNA-5			5SrRNA-5
Empty			Empty
hsa_negative_control_1			hsa_negative_control_1
hsa_negative_control_2			hsa_negative_control_2
hsa_negative_control_3			hsa_negative_control_3
hsa_negative_control_4			hsa_negative_control_4
hsa_negative_control_6			hsa_negative_control_6
hsa_negative_control_7			hsa_negative_control_7
hsa_negative_control_8			hsa_negative_control_8
hsa_SNORD10			hsa_SNORD10
hsa_SNORD118			hsa_SNORD118
hsa_SNORD12			hsa_SNORD12
hsa_SNORD13			hsa_SNORD13
hsa_SNORD14B			hsa_SNORD14B
hsa_SNORD15A			hsa_SNORD15A
hsa_SNORD2			hsa_SNORD2
hsa_SNORD3@			hsa_SNORD3@
hsa_SNORD4A			hsa_SNORD4A
hsa_SNORD6			hsa_SNORD6
hsa-miRPlus-A1015			hsa-miRPlus-A1015
hsa-miRPlus-A1025			hsa-miRPlus-A1025
hsa-miRPlus-A1027			hsa-miRPlus-A1027
hsa-miRPlus-A1031			hsa-miRPlus-A1031
hsa-miRPlus-A1042			hsa-miRPlus-A1042
hsa-miRPlus-A1056			hsa-miRPlus-A1056
hsa-miRPlus-A1065			hsa-miRPlus-A1065
hsa-miRPlus-A1072			hsa-miRPlus-A1072
hsa-miRPlus-A1073			hsa-miRPlus-A1073
hsa-miRPlus-A1083			hsa-miRPlus-A1083
hsa-miRPlus-A1087			hsa-miRPlus-A1087
hsa-miRPlus-A1098			hsa-miRPlus-A1098
hsa-miRPlus-B1114			hsa-miRPlus-B1114
hsa-miRPlus-C1002			hsa-miRPlus-C1002
hsa-miRPlus-C1005			hsa-miRPlus-C1005
hsa-miRPlus-C1040			hsa-miRPlus-C1040
hsa-miRPlus-C1057			hsa-miRPlus-C1057
hsa-miRPlus-C1066			hsa-miRPlus-C1066
hsa-miRPlus-C1070			hsa-miRPlus-C1070
hsa-miRPlus-C1075			hsa-miRPlus-C1075
hsa-miRPlus-C1076			hsa-miRPlus-C1076
hsa-miRPlus-C1087			hsa-miRPlus-C1087
hsa-miRPlus-C1089			hsa-miRPlus-C1089
hsa-miRPlus-C1099			hsa-miRPlus-C1099
hsa-miRPlus-C1100			hsa-miRPlus-C1100
hsa-miRPlus-C1106			hsa-miRPlus-C1106
hsa-miRPlus-C1110			hsa-miRPlus-C1110
hsa-miRPlus-C1114			hsa-miRPlus-C1114
hsa-miRPlus-C1115			hsa-miRPlus-C1115
hsa-miRPlus-D1036			hsa-miRPlus-D1036
hsa-miRPlus-D1058			hsa-miRPlus-D1058
hsa-miRPlus-E1001			hsa-miRPlus-E1001
hsa-miRPlus-E1005			hsa-miRPlus-E1005
hsa-miRPlus-E1008			hsa-miRPlus-E1008
hsa-miRPlus-E1011			hsa-miRPlus-E1011
hsa-miRPlus-E1012			hsa-miRPlus-E1012
hsa-miRPlus-E1013			hsa-miRPlus-E1013
hsa-miRPlus-E1014			hsa-miRPlus-E1014
hsa-miRPlus-E1015			hsa-miRPlus-E1015
hsa-miRPlus-E1016			hsa-miRPlus-E1016
hsa-miRPlus-E1017			hsa-miRPlus-E1017
hsa-miRPlus-E1018			hsa-miRPlus-E1018
hsa-miRPlus-E1023			hsa-miRPlus-E1023
hsa-miRPlus-E1024			hsa-miRPlus-E1024
hsa-miRPlus-E1025			hsa-miRPlus-E1025
hsa-miRPlus-E1026			hsa-miRPlus-E1026
hsa-miRPlus-E1027			hsa-miRPlus-E1027
hsa-miRPlus-E1028			hsa-miRPlus-E1028
hsa-miRPlus-E1029			hsa-miRPlus-E1029
hsa-miRPlus-E1030			hsa-miRPlus-E1030
hsa-miRPlus-E1031			hsa-miRPlus-E1031
hsa-miRPlus-E1032			hsa-miRPlus-E1032
hsa-miRPlus-E1033			hsa-miRPlus-E1033
hsa-miRPlus-E1034			hsa-miRPlus-E1034
hsa-miRPlus-E1035			hsa-miRPlus-E1035
hsa-miRPlus-E1036			hsa-miRPlus-E1036
hsa-miRPlus-E1037			hsa-miRPlus-E1037
hsa-miRPlus-E1038			hsa-miRPlus-E1038
hsa-miRPlus-E1039			hsa-miRPlus-E1039
hsa-miRPlus-E1040			hsa-miRPlus-E1040
hsa-miRPlus-E1041			hsa-miRPlus-E1041
hsa-miRPlus-E1042			hsa-miRPlus-E1042
hsa-miRPlus-E1043			hsa-miRPlus-E1043
hsa-miRPlus-E1044			hsa-miRPlus-E1044
hsa-miRPlus-E1045			hsa-miRPlus-E1045
hsa-miRPlus-E1046			hsa-miRPlus-E1046
hsa-miRPlus-E1047			hsa-miRPlus-E1047
hsa-miRPlus-E1048			hsa-miRPlus-E1048
hsa-miRPlus-E1049			hsa-miRPlus-E1049
hsa-miRPlus-E1050			hsa-miRPlus-E1050
hsa-miRPlus-E1051			hsa-miRPlus-E1051
hsa-miRPlus-E1053			hsa-miRPlus-E1053
hsa-miRPlus-E1054			hsa-miRPlus-E1054
hsa-miRPlus-E1055			hsa-miRPlus-E1055
hsa-miRPlus-E1056			hsa-miRPlus-E1056
hsa-miRPlus-E1057			hsa-miRPlus-E1057
hsa-miRPlus-E1059			hsa-miRPlus-E1059
hsa-miRPlus-E1060			hsa-miRPlus-E1060
hsa-miRPlus-E1061			hsa-miRPlus-E1061
hsa-miRPlus-E1062			hsa-miRPlus-E1062
hsa-miRPlus-E1063			hsa-miRPlus-E1063
hsa-miRPlus-E1064			hsa-miRPlus-E1064
hsa-miRPlus-E1065			hsa-miRPlus-E1065
hsa-miRPlus-E1066			hsa-miRPlus-E1066
hsa-miRPlus-E1067			hsa-miRPlus-E1067
hsa-miRPlus-E1068			hsa-miRPlus-E1068
hsa-miRPlus-E1069			hsa-miRPlus-E1069
hsa-miRPlus-E1070			hsa-miRPlus-E1070
hsa-miRPlus-E1071			hsa-miRPlus-E1071
hsa-miRPlus-E1072			hsa-miRPlus-E1072
hsa-miRPlus-E1073			hsa-miRPlus-E1073
hsa-miRPlus-E1074			hsa-miRPlus-E1074
hsa-miRPlus-E1075			hsa-miRPlus-E1075
hsa-miRPlus-E1076			hsa-miRPlus-E1076
hsa-miRPlus-E1077			hsa-miRPlus-E1077
hsa-miRPlus-E1078			hsa-miRPlus-E1078
hsa-miRPlus-E1079			hsa-miRPlus-E1079
hsa-miRPlus-E1080			hsa-miRPlus-E1080
hsa-miRPlus-E1081			hsa-miRPlus-E1081
hsa-miRPlus-E1082			hsa-miRPlus-E1082
hsa-miRPlus-E1083			hsa-miRPlus-E1083
hsa-miRPlus-E1086			hsa-miRPlus-E1086
hsa-miRPlus-E1087			hsa-miRPlus-E1087
hsa-miRPlus-E1088			hsa-miRPlus-E1088
hsa-miRPlus-E1089			hsa-miRPlus-E1089
hsa-miRPlus-E1090			hsa-miRPlus-E1090
hsa-miRPlus-E1091			hsa-miRPlus-E1091
hsa-miRPlus-E1092			hsa-miRPlus-E1092
hsa-miRPlus-E1093			hsa-miRPlus-E1093
hsa-miRPlus-E1094			hsa-miRPlus-E1094
hsa-miRPlus-E1095			hsa-miRPlus-E1095
hsa-miRPlus-E1096			hsa-miRPlus-E1096
hsa-miRPlus-E1097			hsa-miRPlus-E1097
hsa-miRPlus-E1098			hsa-miRPlus-E1098
hsa-miRPlus-E1100			hsa-miRPlus-E1100
hsa-miRPlus-E1101			hsa-miRPlus-E1101
hsa-miRPlus-E1102			hsa-miRPlus-E1102
hsa-miRPlus-E1103			hsa-miRPlus-E1103
hsa-miRPlus-E1104			hsa-miRPlus-E1104
hsa-miRPlus-E1106			hsa-miRPlus-E1106
hsa-miRPlus-E1107			hsa-miRPlus-E1107
hsa-miRPlus-E1108			hsa-miRPlus-E1108
hsa-miRPlus-E1109			hsa-miRPlus-E1109
hsa-miRPlus-E1110			hsa-miRPlus-E1110
hsa-miRPlus-E1111			hsa-miRPlus-E1111
hsa-miRPlus-E1112			hsa-miRPlus-E1112
hsa-miRPlus-E1113			hsa-miRPlus-E1113
hsa-miRPlus-E1114			hsa-miRPlus-E1114
hsa-miRPlus-E1116			hsa-miRPlus-E1116
hsa-miRPlus-E1117			hsa-miRPlus-E1117
hsa-miRPlus-E1118			hsa-miRPlus-E1118
hsa-miRPlus-E1119			hsa-miRPlus-E1119
hsa-miRPlus-E1120			hsa-miRPlus-E1120
hsa-miRPlus-E1121			hsa-miRPlus-E1121
hsa-miRPlus-E1122			hsa-miRPlus-E1122
hsa-miRPlus-E1123			hsa-miRPlus-E1123
hsa-miRPlus-E1125			hsa-miRPlus-E1125
hsa-miRPlus-E1126			hsa-miRPlus-E1126
hsa-miRPlus-E1127			hsa-miRPlus-E1127
hsa-miRPlus-E1128			hsa-miRPlus-E1128
hsa-miRPlus-E1129			hsa-miRPlus-E1129
hsa-miRPlus-E1130			hsa-miRPlus-E1130
hsa-miRPlus-E1132			hsa-miRPlus-E1132
hsa-miRPlus-E1133			hsa-miRPlus-E1133
hsa-miRPlus-E1136			hsa-miRPlus-E1136
hsa-miRPlus-E1137			hsa-miRPlus-E1137
hsa-miRPlus-E1138			hsa-miRPlus-E1138
hsa-miRPlus-E1139			hsa-miRPlus-E1139
hsa-miRPlus-E1140			hsa-miRPlus-E1140
hsa-miRPlus-E1141			hsa-miRPlus-E1141
hsa-miRPlus-E1142			hsa-miRPlus-E1142
hsa-miRPlus-E1143			hsa-miRPlus-E1143
hsa-miRPlus-E1144			hsa-miRPlus-E1144
hsa-miRPlus-E1145			hsa-miRPlus-E1145
hsa-miRPlus-E1146			hsa-miRPlus-E1146
hsa-miRPlus-E1147			hsa-miRPlus-E1147
hsa-miRPlus-E1148			hsa-miRPlus-E1148
hsa-miRPlus-E1150			hsa-miRPlus-E1150
hsa-miRPlus-E1151			hsa-miRPlus-E1151
hsa-miRPlus-E1153			hsa-miRPlus-E1153
hsa-miRPlus-E1154			hsa-miRPlus-E1154
hsa-miRPlus-E1156			hsa-miRPlus-E1156
hsa-miRPlus-E1157			hsa-miRPlus-E1157
hsa-miRPlus-E1159			hsa-miRPlus-E1159
hsa-miRPlus-E1160			hsa-miRPlus-E1160
hsa-miRPlus-E1161			hsa-miRPlus-E1161
hsa-miRPlus-E1162			hsa-miRPlus-E1162
hsa-miRPlus-E1163			hsa-miRPlus-E1163
hsa-miRPlus-E1164			hsa-miRPlus-E1164
hsa-miRPlus-E1165			hsa-miRPlus-E1165
hsa-miRPlus-E1166			hsa-miRPlus-E1166
hsa-miRPlus-E1167			hsa-miRPlus-E1167
hsa-miRPlus-E1168			hsa-miRPlus-E1168
hsa-miRPlus-E1169			hsa-miRPlus-E1169
hsa-miRPlus-E1170			hsa-miRPlus-E1170
hsa-miRPlus-E1171			hsa-miRPlus-E1171
hsa-miRPlus-E1172			hsa-miRPlus-E1172
hsa-miRPlus-E1173			hsa-miRPlus-E1173
hsa-miRPlus-E1174			hsa-miRPlus-E1174
hsa-miRPlus-E1175			hsa-miRPlus-E1175
hsa-miRPlus-E1176			hsa-miRPlus-E1176
hsa-miRPlus-E1177			hsa-miRPlus-E1177
hsa-miRPlus-E1179			hsa-miRPlus-E1179
hsa-miRPlus-E1180			hsa-miRPlus-E1180
hsa-miRPlus-E1181			hsa-miRPlus-E1181
