#ID = Human_miRNA
#miRNA_ID = miRNA symbol (Human)
#Human_miRBase = miRBase ID (Human)
#SPOT_ID = control
ID	miRNA_ID	Human_miRBase	SPOT_ID
kshv-miR-K12-1*	kshv-miR-K12-1*	MIMAT0015214	
kshv-miR-K12-10a	kshv-miR-K12-10a	MIMAT0002179	
kshv-miR-K12-10a*	kshv-miR-K12-10a*	MIMAT0015212	
kshv-miR-K12-10b	kshv-miR-K12-10b	MIMAT0002180	
kshv-miR-K12-11	kshv-miR-K12-11	MIMAT0002181	
kshv-miR-K12-11*	kshv-miR-K12-11*	MIMAT0015213	
kshv-miR-K12-12	kshv-miR-K12-12	MIMAT0015238	
kshv-miR-K12-12*	kshv-miR-K12-12*	MIMAT0003712	
kshv-miR-K12-2	kshv-miR-K12-2	MIMAT0002183	
kshv-miR-K12-2*	kshv-miR-K12-2*	MIMAT0015215	
kshv-miR-K12-3	kshv-miR-K12-3	MIMAT0002193	
kshv-miR-K12-3*	kshv-miR-K12-3*	MIMAT0002194	
kshv-miR-K12-4-3p	kshv-miR-K12-4-3p	MIMAT0002192	
kshv-miR-K12-4-5p	kshv-miR-K12-4-5p	MIMAT0002191	
kshv-miR-K12-5	kshv-miR-K12-5	MIMAT0002190	
kshv-miR-K12-5*	kshv-miR-K12-5*	MIMAT0015218	
kshv-miR-K12-6-3p	kshv-miR-K12-6-3p	MIMAT0002189	
kshv-miR-K12-6-5p	kshv-miR-K12-6-5p	MIMAT0002188	
kshv-miR-K12-7	kshv-miR-K12-7	MIMAT0002187	
kshv-miR-K12-7*	kshv-miR-K12-7*	MIMAT0015217	
kshv-miR-K12-8	kshv-miR-K12-8	MIMAT0002186	
kshv-miR-K12-8*	kshv-miR-K12-8*	MIMAT0015216	
kshv-miR-K12-9	kshv-miR-K12-9	MIMAT0002185	
kshv-miR-K12-9*	kshv-miR-K12-9*	MIMAT0002184	
mcv-miR-M1-3p	mcv-miR-M1-3p	MIMAT0010151	
mcv-miR-M1-5p	mcv-miR-M1-5p	MIMAT0010150	
spike_control_v1_a			spike_control_v1_a
spike_control_v1_b			spike_control_v1_b
spike_control_v1_c			spike_control_v1_c
spike_control_v1_d			spike_control_v1_d
spike_control_v1_e			spike_control_v1_e
spike_control_v1_f			spike_control_v1_f
spike_control_v1_g			spike_control_v1_g
spike_control_v1_h			spike_control_v1_h
spike_control_v1_i			spike_control_v1_i
spike_control_v1_j			spike_control_v1_j
spike_control_v2_1			spike_control_v2_1
spike_control_v2_10			spike_control_v2_10
spike_control_v2_11			spike_control_v2_11
spike_control_v2_12			spike_control_v2_12
spike_control_v2_13			spike_control_v2_13
spike_control_v2_14			spike_control_v2_14
spike_control_v2_15			spike_control_v2_15
spike_control_v2_16			spike_control_v2_16
spike_control_v2_17			spike_control_v2_17
spike_control_v2_18			spike_control_v2_18
spike_control_v2_19			spike_control_v2_19
spike_control_v2_2			spike_control_v2_2
spike_control_v2_20			spike_control_v2_20
spike_control_v2_21			spike_control_v2_21
spike_control_v2_22			spike_control_v2_22
spike_control_v2_23			spike_control_v2_23
spike_control_v2_24			spike_control_v2_24
spike_control_v2_25			spike_control_v2_25
spike_control_v2_26			spike_control_v2_26
spike_control_v2_27			spike_control_v2_27
spike_control_v2_28			spike_control_v2_28
spike_control_v2_29			spike_control_v2_29
spike_control_v2_3			spike_control_v2_3
spike_control_v2_30			spike_control_v2_30
spike_control_v2_31			spike_control_v2_31
spike_control_v2_32			spike_control_v2_32
spike_control_v2_33			spike_control_v2_33
spike_control_v2_34			spike_control_v2_34
spike_control_v2_35			spike_control_v2_35
spike_control_v2_36			spike_control_v2_36
spike_control_v2_37			spike_control_v2_37
spike_control_v2_38			spike_control_v2_38
spike_control_v2_39			spike_control_v2_39
spike_control_v2_4			spike_control_v2_4
spike_control_v2_40			spike_control_v2_40
spike_control_v2_41			spike_control_v2_41
spike_control_v2_42			spike_control_v2_42
spike_control_v2_43			spike_control_v2_43
spike_control_v2_44			spike_control_v2_44
spike_control_v2_45			spike_control_v2_45
spike_control_v2_46			spike_control_v2_46
spike_control_v2_47			spike_control_v2_47
spike_control_v2_48			spike_control_v2_48
spike_control_v2_49			spike_control_v2_49
spike_control_v2_5			spike_control_v2_5
spike_control_v2_50			spike_control_v2_50
spike_control_v2_51			spike_control_v2_51
spike_control_v2_52			spike_control_v2_52
spike_control_v2_6			spike_control_v2_6
spike_control_v2_7			spike_control_v2_7
spike_control_v2_8			spike_control_v2_8
spike_control_v2_9			spike_control_v2_9
sv40-miR-S1-3p	sv40-miR-S1-3p	MIMAT0003345	
sv40-miR-S1-5p	sv40-miR-S1-5p	MIMAT0003344	



              
